timestamp;temperature;humidity;speed
2021-01-07T18:00:00;22,283005;82;1,609969
2021-01-07T19:00:00;21,923004;82;0,35999998
2021-01-07T20:00:00;21,773005;83;0,8049845
2021-01-07T21:00:00;21,823006;82;7,172949
2021-01-07T22:00:00;21,973005;78;5,815978
2021-01-07T23:00:00;22,113005;78;4,198285
2021-01-08T00:00:00;21,583004;82;2,5455842
2021-01-08T01:00:00;21,443005;82;2,0991426
2021-01-08T02:00:00;21,323006;81;2,3051248
2021-01-08T03:00:00;21,013004;81;1,2979984
2021-01-08T04:00:00;20,893005;81;0,71999997
2021-01-08T05:00:00;20,643005;80;1,4399999
2021-01-08T06:00:00;20,543005;80;2,0364676
2021-01-08T07:00:00;20,593004;86;2,2768397
2021-01-08T08:00:00;20,793005;85;2,52
2021-01-08T09:00:00;20,843004;86;1,609969
2021-01-08T10:00:00;21,353004;83;3,0547013
2021-01-08T11:00:00;22,743004;80;4,510787
2021-01-08T12:00:00;21,783005;84;6,618519
2021-01-08T13:00:00;21,183004;85;5,6233797
2021-01-08T14:00:00;21,003004;87;2,52
2021-01-08T15:00:00;21,053005;85;1,9386592
2021-01-08T16:00:00;21,233006;83;2,16
2021-01-08T17:00:00;21,163004;84;1,5273507
2021-01-08T18:00:00;20,823006;89;3,6179552
2021-01-08T19:00:00;20,423004;90;5,7599998
2021-01-08T20:00:00;20,453005;90;2,0991426
2021-01-08T21:00:00;20,243004;92;0
2021-01-08T22:00:00;19,943005;94;0,8049845
2021-01-08T23:00:00;19,633005;97;1,0182338
2021-01-09T00:00:00;19,433004;97;1,5273507
2021-01-09T01:00:00;19,163004;97;1,609969
2021-01-09T02:00:00;18,913004;97;1,8
2021-01-09T03:00:00;18,643005;97;2,8116899
2021-01-09T04:00:00;18,733006;95;2,968636
2021-01-09T05:00:00;18,773005;93;2,5455842
2021-01-09T06:00:00;18,803005;91;1,609969
2021-01-09T07:00:00;18,793005;91;2,2768397
2021-01-09T08:00:00;19,163004;90;2,4149535
2021-01-09T09:00:00;20,143005;86;2,0991426
2021-01-09T10:00:00;21,953005;79;2,8116899
2021-01-09T11:00:00;22,833004;77;4,379589
2021-01-09T12:00:00;23,243004;77;6,12
2021-01-09T13:00:00;23,323006;79;7,289445
2021-01-09T14:00:00;22,513004;83;8,557102
2021-01-09T15:00:00;22,363005;83;6,830519
2021-01-09T16:00:00;22,483006;82;5,3517847
2021-01-09T17:00:00;22,333004;82;3,8268526
2021-01-09T18:00:00;21,943005;85;2,5959969
2021-01-09T19:00:00;21,223005;89;3,319036
2021-01-09T20:00:00;20,723005;92;2,6208394
2021-01-09T21:00:00;20,423004;92;1,4399999
2021-01-09T22:00:00;20,083004;93;0,8049845
2021-01-09T23:00:00;19,813005;93;0,71999997
